,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,30.7,0.5,0.5,def_dap,data/lm_diagnostic_extended/singular/consistency_group/
1,10,66.3,19.6,19.400000000000002,def_dap,data/lm_diagnostic_extended/singular/consistency_group/
