,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,13.700000000000001,0.7000000000000001,0.7000000000000001,def_sap,data/lm_diagnostic_extended/singular/consistency_group/
1,10,50.9,9.9,9.700000000000001,def_sap,data/lm_diagnostic_extended/singular/consistency_group/
