,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,5.8999999999999995,14.099999999999998,5.2,lsp_sap,data/lm_diagnostic_extended/singular/consistency_group/
1,10,23.400000000000002,36.8,20.5,lsp_sap,data/lm_diagnostic_extended/singular/consistency_group/
