,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,22.7,26.6,20.0,lsp_dap,data/lm_diagnostic_extended/singular/consistency_group/
1,10,51.0,52.300000000000004,49.0,lsp_dap,data/lm_diagnostic_extended/singular/consistency_group/
