,mask_type,p@1,p@10,relation,mrr,mAP@1,mAP@10
0,mask_incontext,0.0,0.0,HasA,21.8,0.1643835616438356,0.2182026285907564
1,mask_sap,0.0,0.0,HasA,8.3,0.0471841704718417,0.08335628518276925
2,mask_dap,0.0,0.0,HasA,20.6,0.1430745814307458,0.20560025126235165
3,mask_sap_dap,0.0,0.0,HasA,6.7,0.0167427701674277,0.06703450025367849
4,mask_incontext_dap,0.0,0.0,HasA,17.7,0.1141552511415525,0.17690137952695043
