,mask_type,p@1,p@10,p@1816,relation,mrr,mAP@1,mAP@10,mAP@1816
0,mask_incontext,0.08865248226950355,0.08404255319148968,0.0023735042334489254,Has,0.0,0.08865248226950355,0.17996666150699825,0.11813297565572241
1,mask_sap,0.1400709219858156,0.10673758865248258,0.0023735042334489254,Has,0.0,0.1400709219858156,0.21432180180977028,0.140207398475479
2,mask_dap,0.1950354609929078,0.12269503546099299,0.0023217577404942608,Has,0.0,0.1950354609929078,0.2961888813839166,0.1850072046513064
3,mask_sap_dap,0.05851063829787234,0.08670212765957477,0.0023735042334489254,Has,0.0,0.05851063829787234,0.15192466180719738,0.11553538833245218
4,mask_incontext_dap,0.05851063829787234,0.08634751773049676,0.0023735042334489254,Has,0.0,0.05851063829787234,0.15121954623062792,0.11576802931255897
