,mask_type,p@1,p@10,relation,mrr,mAP@1,mAP@10
0,mask_incontext,0.0,0.0,HasA,21.8,0.1643835616438356,0.2182026285907564
1,mask_sap,0.0,0.0,HasA,8.3,0.0471841704718417,0.08335628518276925
2,mask_dap,0.0,0.0,HasA,21.1,0.1491628614916286,0.21070703776183214
3,mask_sap_dap,0.0,0.0,HasA,6.9,0.0197869101978691,0.06883380445024294
4,mask_incontext_dap,0.0,0.0,HasA,17.6,0.1156773211567732,0.1755514483824987
