,mask_type,p@1,p@10,relation,mrr,mAP@1,mAP@10
0,mask_incontext,0.0,0.0,HasA,21.8,0.1643835616438356,0.2182026285907564
1,mask_sap,0.0,0.0,HasA,8.3,0.0471841704718417,0.08335628518276925
2,mask_dap,0.0,0.0,HasA,21.1,0.1491628614916286,0.21073784155975925
3,mask_sap_dap,0.0,0.0,HasA,6.6,0.015220700152207,0.06635138073494254
4,mask_incontext_dap,0.0,0.0,HasA,17.8,0.1156773211567732,0.17790461694571288
