,mask_type,p@1,p@10,p@1816,relation,mrr,mAP@1,mAP@10,mAP@1816
0,mask_incontext,0.08865248226950355,0.08404255319148968,0.0023735042334489254,Has,0.0,0.08865248226950355,0.17996666150699825,0.11813297565572241
1,mask_sap,0.1400709219858156,0.10673758865248258,0.0023735042334489254,Has,0.0,0.1400709219858156,0.21432180180977028,0.140207398475479
2,mask_dap,0.18439716312056736,0.12074468085106402,0.002342261067891392,Has,0.0,0.18439716312056736,0.2942994577657695,0.1833826067278321
3,mask_sap_dap,0.05673758865248227,0.10886524822695075,0.0023735042334489254,Has,0.0,0.05673758865248227,0.1918179270329092,0.13643968261833328
4,mask_incontext_dap,0.0549645390070922,0.10868794326241173,0.0023735042334489254,Has,0.0,0.0549645390070922,0.19104714295095498,0.13625075219738855
