,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,14.399999999999999,16.5,12.0,lsp_dap,data/clsb/consistency_group/
1,10,39.800000000000004,48.199999999999996,38.2,lsp_dap,data/clsb/consistency_group/
2,50,61.0,66.0,59.199999999999996,lsp_dap,data/clsb/consistency_group/
