,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,19.7,0.0,0.0,80.30000000000001,def_dap,data/hypernymsuite/ALL/ShareSWOWSimilar/consistency_rw/
1,10,54.300000000000004,0.1,0.0,45.7,def_dap,data/hypernymsuite/ALL/ShareSWOWSimilar/consistency_rw/
