,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,33.900000000000006,0.0,0.0,66.10000000000001,def_sap,data/clsb/singular/consistency/
1,10,69.19999999999999,0.2,0.1,30.8,def_sap,data/clsb/singular/consistency/
