,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,28.199999999999996,28.999999999999996,24.3,91.4,lsp_dap,data/clsb/singular/consistency/
1,10,69.3,70.0,65.0,90.60000000000001,lsp_dap,data/clsb/singular/consistency/
